2024-2026 全球大学排名,,,,,,
学校中文名,学校英文名,国家/地区,QS 2026,USNews 2026,THE 2025,ARWU 2024
澳门科技大学,Macau University of Science & Technology,中国澳门,440,699,251,401
阿治曼大学,Ajman University,阿拉伯联合酋长国,440,1032,401,-
俄罗斯国立高等经济大学,HSE University,俄国,440,608,401,701
詹姆斯库克大学,James Cook University,澳大利亚,440,416,401,301
康斯坦茨大学,Universität Konstanz,德国,440,572,251,501
加州大学河滨分校,"University of California, Riverside",美国,440,242,251,201
维尔纽斯大学,Vilnius University,立陶宛,446,959,1001,501
白俄罗斯国立大学,Belarusian State University,白俄罗斯,447,1249,1501,-
拜罗伊特大学,University of Bayreuth,德国,448,835,301,401
爱荷华州立大学,Iowa State University,美国,449,380,401,501
喀山联邦大学,Kazan Federal University,俄国,450,1105,801,-
塞浦路斯大学,University of Cyprus,塞浦路斯,452,743,401,701
深圳大学,Shenzhen University,中国,452,156,351,151
纽约州立大学石溪分校,Stony Brook University,美国,452,226,251,301
约翰内斯古腾堡美因茨大学,Johannes Gutenberg University of Mainz,德国,452,224,251,-
阿米尔卡比尔理工大学,Amirkabir University of Technology,伊朗,456,712,351,901
埃塞克斯大学,University of Essex,英国,456,628,351,501
拉普拉塔国立大学,Universidad Nacional de La Plata (UNLP),阿根廷,458,-,-,-
加州大学圣克鲁兹分校,"University of California, Santa Cruz",美国,458,133,196,151
科罗拉多州立大学,Colorado State University,美国,458,340,401,201
约旦科技大学,Jordan University of Science & Technology,约旦,461,769,801,-
圣拉斐尔生命健康大学,Università Vita-Salute San Raffaele,意大利,461,218,201,401
新西伯利亚州立大学,Novosibirsk State University,俄国,461,869,801,801
伦敦大学皇家霍洛威学院,Royal Holloway University of London,英国,461,913,401,801
上海大学,Shanghai University,中国,465,296,401,201
安娜大学,Anna University,印度,465,1624,401,-
康考迪亚大学,Concordia University,加拿大,465,755,501,601
堪萨斯大学,University of Kansas,美国,465,340,351,301
塞维利亚大学,Universidad de Sevilla,西班牙,469,518,801,401
拉瓦尔大学,Université Laval,加拿大,469,451,251,301
塔什干灌溉与农业机械化工程师学院 (TIIAME),Tashkent Institute of Irrigation and Agricultural Mechanization Engineers (TIIAME)-National Research,乌兹别克斯坦,469,-,-,-
内盖夫本古里安大学,Ben-Gurion University of the Negev,以色列,469,546,501,301
吉林大学,Jilin University,中国,473,296,-,101
约翰内斯开普勒大学林茨,Johannes Kepler University Linz,奥地利,473,979,401,801
提契诺大学,Università della Svizzera Italiana,瑞士,473,550,301,601
东海大学,Tokai University,日本,1201-1400,1098,1201,-
莫斯科物理科学与技术学院,Moscow Institute of Physics and Technology,俄国,477,608,251,501
波茨坦大学,Universität Potsdam,德国,477,333,201,301
东海大学,Tunghai University,中国台湾,1201-1400,1435,1201,-
广岛大学,Hiroshima University,日本,480,628,601,501
北京科技大学,University of Science & Technology Beijing,中国,480,357,-,201
大连理工大学,Dalian University of Technology,中国,482,261,401,201
维新大学,Duy Tan University,越南,482,288,601,-
神户大学,Kobe University,日本,482,709,601,501
塞萨洛尼基亚里士多德大学,Aristotle University of Thessaloniki,希腊,485,416,801,501
特伦托大学,University of Trento,意大利,485,333,301,301
华沙工业大学,Warsaw University of Technology,波兰,487,1089,1201,901
伊迪丝科文大学,Edith Cowan University,澳大利亚,487,457,351,601
弗莱堡工业大学,Technical University Freiberg,德国,487,1526,-,-
智利圣地亚哥大学,Universidad de Santiago de Chile,智利,490,1309,1501,-
马来西亚北方大学,Universiti Utara Malaysia,马来西亚,491,-,401,-
中南大学,Central South University,中国,491,146,-,94
阿卜杜勒拉曼费萨尔大学,Imam Abdulrahman Bin Faisal University,沙特阿拉伯,491,565,501,-
波尔多大学,Universite de Bordeaux,法国,494,292,401,201
堪培拉大学,University of Canberra,澳大利亚,494,847,401,801
伊朗科技大学,Iran University of Science & Technology,伊朗,496,857,351,901
贾森·利比希大学,Justus Liebig University Giessen,德国,496,546,351,-
于韦斯屈莱大学,University of Jyvaskyla,芬兰,498,562,401,701
托木斯克州立大学,Tomsk State University,俄国,499,873,501,-
哥斯达黎加大学,Universidad de Costa Rica,哥斯达黎加,499,1079,1501,-
中央昆士兰大学,Central Queensland University,澳大利亚,499,827,501,-
西北工业大学,Northwestern Polytechnical University,中国,499,207,251,101
肖里尼生物技术与管理科学大学,Shoolini University of Biotechnology and Management Sciences,印度,503,-,401,-
中国农业大学,China Agricultural University,中国,504,202,-,201
重庆大学,Chongqing University,中国,504,212,401,151
梨花女子大学,Ewha Womans University,韩国,504,877,601,601
湖南大学,Hunan University,中国,504,109,301,151
圭尔夫大学,University of Guelph,加拿大,504,556,401,501
印尼泗水理工大学,Institut Teknologi Sepuluh Nopember,印度尼西亚,509,-,1501,-
英迪国际大学,INTI International University,马来西亚,509,-,-,-
马尼拉雅典大学,Ateneo de Manila University,菲律宾,511,-,1001,-
新加坡管理大学,Singapore Management University,新加坡,511,616,-,-
伦敦大学亚非学院,SOAS University of London,英国,511,1667,401,-
布拉德福德大学,University of Bradford,英国,511,1151,501,901
帕贾扎兰大学,Universitas Padjadjaran,印度尼西亚,515,1507,1501,-
黎巴嫩大学,Lebanese University,黎巴嫩,515,1563,1201,-
阿根廷天主教大学,Pontificia Universidad Católica Argentina,阿根廷,517,-,-,-
斯特灵大学,University of Stirling,英国,517,775,401,801
南方大学,Universidad Austral,阿根廷,519,-,-,-
中国电子科技大学,University of Electronic Science and Technology of China,中国,519,137,301,151
庆北国立大学,Kyungpook National University,韩国,519,763,501,401
新加坡科技设计大学,Singapore University of Technology & Design,新加坡,519,302,-,901
乌拉尔联邦大学,Ural Federal University,俄国,519,687,1001,601
哈德斯菲尔德大学,University of Huddersfield,英国,524,1041,501,-
佐治亚大学,The University of Georgia,美国,525,345,351,401
赫尔大学,University of Hull,英国,526,727,401,701
萨拉曼卡大学,University of Salamanca,西班牙,526,797,801,501
波士顿学院,Boston College,美国,526,518,251,501
清迈大学,Chiang Mai University,泰国,526,693,1001,601
不来梅大学,Universität Bremen,德国,530,601,301,501
热那亚大学,University of Genoa,意大利,530,349,401,301
爱荷华大学,University of Iowa,美国,530,238,251,301
香港教育大学,The Education University of Hong Kong,中国香港,530,633,-,801
康涅狄格大学,University of Connecticut,美国,534,292,301,301
莱比锡大学,Universität Leipzig,德国,535,296,-,201
卢布尔雅那大学,University of Ljubljana,斯洛文尼亚,535,506,801,501
黎巴嫩美国大学,Lebanese American University,黎巴嫩,535,-,251,501
苏丹王子大学 (PSU),Prince Sultan University (PSU),沙特阿拉伯,535,445,401,-
哈立德国王大学,King Khalid University,沙特阿拉伯,535,354,301,401
暨南大学,Jinan University,中国,540,345,501,201
犹他大学,University of Utah,美国,540,141,201,101
艾恩夏姆斯大学,Ain Shams University,埃及,542,357,1001,601
玛拉工艺大学,Universiti Teknologi MARA,马来西亚,542,1157,1501,-
米兰 - 比可卡大学,University of Milan-Bicocca,意大利,542,251,351,301
东京工业大学,Tokyo Institute of Technology,日本,85,-,195,151
乌尔姆大学,Ulm University,德国,546,385,199,301
夏威夷大学马诺阿分校,University of Hawai’i at Mānoa,美国,546,483,251,301
温莎大学,University of Windsor,加拿大,546,1125,501,-
佛罗里达州立大学,Florida State University,美国,549,310,301,301
诺桑比亚大学,Northumbria University,英国,550,747,401,701
东京工科大学,Tokyo University of Technology,日本,-,-,1501,-
国能大学,Universiti Tenaga Nasional (UNITEN),马来西亚,551,1001,601,-
特拉华大学,University of Delaware,美国,553,455,351,201
一桥大学,Hitotsubashi University,日本,553,-,1201,-
拉合尔管理科学大学,Lahore University of Management Sciences,巴基斯坦,555,1176,801,-
印度理工学院印多尔,Indian Institute of Technology Indore,印度,556,1291,501,-
休斯敦大学,University of Houston,美国,556,416,401,201
夸祖鲁纳塔尔大学,University of KwaZulu Natal,南非,558,424,501,501
艾因大学,Al Ain University,阿拉伯联合酋长国,558,-,401,-
考文垂大学,Coventry University,英国,558,1144,601,-
贾瓦哈拉尔尼赫鲁大学,Jawaharlal Nehru University,印度,558,1212,801,-
西江大学,Sogang University,韩国,558,1548,801,-
韩国亚洲大学,Ajou University,韩国,563,1253,501,901
中东美国大学,American University of the Middle East,科威特,563,1592,401,-
德布勒森大学,University of Debrecen,匈牙利,563,937,801,-
米尼奥大学,University of Minho,葡萄牙,566,638,601,501
班戈大学,Bangor University,英国,566,970,401,601
印度理工学院（IIT BHU）-瓦拉纳西,Indian Institute of Technology (IIT BHU) - Varanasi,印度,566,1360,-,-
中国人民大学,Renmin (People's) University of China,中国,566,394,-,301
Savitribai普鲁大学,Savitribai Phule Pune University,印度,566,1794,801,-
里约热内卢天主教大学,Pontifícia Universidade Católica do Rio de Janeiro,巴西,571,1354,601,-
科罗拉多矿业大学,Colorado School of Mines,美国,571,755,401,601
哈斯特帕大学,Hacettepe University,土耳其,571,660,801,701
伊斯法罕理工大学,Isfahan University of Technology,伊朗,571,908,601,-
布尔诺工业大学,Brno University of Technology,捷克共和国,575,1032,1001,701
耶拿大学,Universität Jena,德国,575,-,-,301
昌迪加尔大学,Chandigarh University,印度,575,747,-,-
文莱大学,Universiti Teknologi Brunei,文莱,578,-,801,-
大不里士大学,University of Tabriz,伊朗,578,584,601,901
阿道夫·伊巴涅斯大学,Adolfo Ibáñez University,智利,578,-,1201,-
科米利亚斯宗座大学,Comillas Pontifical University,西班牙,581,-,-,-
佛罗里达国际大学,Florida International University,美国,582,504,401,501
冰岛大学,University of Iceland,冰岛,582,528,501,601
达卡大学,University of Dhaka,孟加拉国,584,604,1001,-
查尔斯达尔文大学,Charles Darwin University,澳大利亚,584,797,401,-
罗兰大学,Eotvos Lorand University,匈牙利,584,495,801,501
美利坚大学,American University,美国,587,747,601,-
克劳德伯纳德大学里昂,Claude Bernard University Lyon 1,法国,587,340,401,201
国立中央大学,National Central University,中国台湾,587,1072,1001,901
图卢兹第三大学,Paul Sabatier University (Toulouse 3),法国,587,310,-,301
国立核研究大学-莫斯科工程物理学院,National Research Nuclear University MEPhI,俄国,591,667,501,-
邦德大学,Bond University,澳大利亚,591,1296,401,-
伊利诺伊理工学院,Illinois Institute of Technology,美国,591,785,351,-
哈伊马角美国大学,American University of Ras Al Khaimah,阿拉伯联合酋长国,591,-,-,-
扎耶德大学,Zayed University,阿拉伯联合酋长国,595,687,351,-
米纳斯吉拉斯州联邦大学,Universidade Federal de Minas Gerais,巴西,595,550,801,501
哈瑟尔特大学,Hasselt University,比利时,597,763,301,701
杜兰大学,Tulane University,美国,597,394,401,501
俄克拉荷马大学,University of Oklahoma,美国,664,528,-,501
管理科学大学,Management and Science University,马来西亚,597,-,801,-
台北医科大学,Taipei Medical University,中国台湾,597,937,401,701
德克萨斯大学-达拉斯,The University of Texas at Dallas,美国,597,537,401,501
亚太科技大学,Asia Pacific University of Technology and Innovation (APU) Malaysia,马来西亚,597,-,-,-
东芬兰大学,University of Eastern Finland,芬兰,604,537,501,701
迪拜加拿大大学,Canadian University Dubai,阿拉伯联合酋长国,604,-,-,-
国立政治大学,National Chengchi University,中国台湾,604,1959,1201,-
田纳西大学,"The University of Tennessee, Knoxville",美国,607,281,301,201
锡耶纳大学,University of Siena,意大利,607,594,351,601
阿尔斯特大学,Ulster University,英国,609,891,601,701
马来西亚彭亨大学,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),马来西亚,609,1195,601,-
诺丁汉特伦特大学,Nottingham Trent University,英国,609,525,601,801
彼得大帝圣彼得堡理工大学,Peter the Great St Petersburg Polytechnic University,俄国,609,919,501,-
康塞普西翁大学,Universidad de Concepción,智利,613,822,1201,701
普利茅斯大学,University of Plymouth,英国,613,667,501,701
巴林应用科学大学,Applied Science University - Bahrain,巴林,613,-,-,-
纽约市立大学,City University of New York,美国,613,-,-,-
马来西亚国际伊斯兰大学,International Islamic University Malaysia,马来西亚,613,1360,-,-
东国大学,Dongguk University,韩国,618,937,-,801
贝鲁特圣约瑟夫大学,Saint Joseph University of Beirut (USJ),黎巴嫩,618,-,-,-
郑州大学,Zhengzhou University,中国,618,203,-,151
乌姆古拉大学,Umm Al-Qura University,沙特阿拉伯,622,528,401,701
