大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
"University of Michigan, Ann Arbor",Ph.D,Applied and Interdisciplinary Mathematics,文化、科学与艺术学院,College of Literature,https://lsa.umich.edu,https://lsa.umich.edu/math/graduates/Admissions/applying.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/applied-and-interdisciplinary-mathematics--aim-.html,3,all_valid_same,All 3 valid responses are identical,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True
"University of Michigan, Ann Arbor",Ph.D,Mathematics,文化、科学与艺术学院,College of Literature,https://lsa.umich.edu,https://lsa.umich.edu/math/graduates/Admissions/applying.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/ph-d-programs1.html,3,majority_valid_same,2 valid responses are identical,"College of Literature, Science, and the Arts, https://lsa.umich.edu",True,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True
"University of Michigan, Ann Arbor",MS,Applied and Interdisciplinary Mathematics,文化、科学与艺术学院,,,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/aim-masters.html,0,no_valid_response,No valid responses found,,False,,False,,False
"University of Michigan, Ann Arbor",MS,General Mathematics Master's Program,文化、科学与艺术学院,College of Literature,https://lsa.umich.edu,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/mathematics-master-s-degree.html,3,majority_valid_same,2 valid responses are identical,"College of Literature, Science, and The Arts, https://lsa.umich.edu
",True,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True
"University of Michigan, Ann Arbor",MS,Applied Mathematics Master's Program,文化、科学与艺术学院,College of Literature,https://lsa.umich.edu,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/mathematics-master-s-degree.html,3,all_valid_same,All 3 valid responses are identical,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True
"University of Michigan, Ann Arbor",MS,Actuarial Mathematics Master's Program,文化、科学与艺术学院,College of Literature,https://lsa.umich.edu,https://lsa.umich.edu/math/graduates/Admissions/applying1.html,https://lsa.umich.edu/math/graduates/GraduateStudentHandbook/mathematics-master-s-degree.html,3,majority_valid_same,2 valid responses are identical,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True,"College of Literature, Science, and The Arts, https://lsa.umich.edu",True,"College of Literature, Science, and the Arts, https://lsa.umich.edu",True
"University of North Carolina, Chapel Hill",Ph.D,Mathematics,文理学院,Department of Mathematics,https://math.unc.edu,https://gradschool.sites.unc.edu/mathematics/,https://math.unc.edu/graduates/ph-d-requirements/,3,majority_valid_same,2 valid responses are identical,"Department of Mathematics, https://math.unc.edu",True,"College of Arts and Sciences, https://college.unc.edu/",True,"Department of Mathematics, https://math.unc.edu",True
"University of North Carolina, Chapel Hill",MS,Mathematics,文理学院,The Graduate School,https://gradschool.unc.edu/,https://gradschool.sites.unc.edu/mathematics/,https://math.unc.edu/graduates/masters-requirements/,2,all_valid_different,"All valid responses are different, randomly selected","The Graduate School, https://gradschool.unc.edu/",True,,False,"College of Arts and Sciences, https://college.unc.edu",True
"University of North Carolina, Chapel Hill",MA,Mathematics,文理学院,College of Arts and Sciences,https://college.unc.edu,https://gradschool.sites.unc.edu/mathematics/,https://math.unc.edu/graduates/masters-requirements/,3,majority_valid_same,2 valid responses are identical,"College of Arts and Sciences, https://college.unc.edu",True,"College of Arts and Sciences, https://college.unc.edu",True,"The Graduate School, https://gradschool.unc.edu/",True
Georgetown University,PHD,PhD program in Applied Mathematics,文理研究生院,College of Arts & Sciences,https://college.georgetown.edu,https://grad.georgetown.edu/mathematics-and-statistics/#admissions-requirements,https://mathstat.georgetown.edu/phd-program/,3,all_valid_different,"All valid responses are different, randomly selected","College of Arts & Sciences, https://college.georgetown.edu",True,"Graduate School of Arts & Sciences, https://grad.georgetown.edu",True,"Graduate School, https://grad.georgetown.edu",True
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,College of Arts & Sciences,https://college.georgetown.edu,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,3,all_valid_different,"All valid responses are different, randomly selected","Graduate School of Arts & Sciences, https://grad.georgetown.edu",True,"College of Arts & Sciences, https://college.georgetown.edu/",True,"College of Arts & Sciences, https://college.georgetown.edu",True
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,College of Arts & Sciences,https://college.georgetown.edu,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,3,all_valid_different,"All valid responses are different, randomly selected","Graduate School of Arts & Sciences, https://grad.georgetown.edu",True,"College of Arts & Sciences, https://college.georgetown.edu
",True,"College of Arts & Sciences, https://college.georgetown.edu",True
Emory University,PhD,Mathematics,研究生院,Laney Graduate School,http://www.gs.emory.edu/,https://math.emory.edu/graduate/admissions/,https://math.emory.edu/graduate/general-information/,2,all_valid_different,"All valid responses are different, randomly selected",,False,"James T. Laney Graduate School, https://gs.emory.edu/",True,"Laney Graduate School, http://www.gs.emory.edu/",True
Emory University,MS,Mathematics,研究生院,Emory College of Arts and Sciences,https://college.emory.edu,https://math.emory.edu/graduate/admissions/,https://math.emory.edu/graduate/general-information/,2,all_valid_different,"All valid responses are different, randomly selected",,False,"Laney Graduate School, https://gs.emory.edu/",True,"Emory College of Arts and Sciences, https://college.emory.edu",True
University of Virginia,PHD,MATHEMATICS,文理研究生院,Graduate School of Arts and Sciences,https://graduate.as.virginia.edu,https://graduate.as.virginia.edu/requirements,https://math.virginia.edu/graduate/,3,majority_valid_same,2 valid responses are identical,"Graduate School of Arts and Sciences, https://graduate.as.virginia.edu",True,"Graduate School of Arts and Sciences, https://graduate.as.virginia.edu",True,"Graduate School of Arts & Sciences, https://graduate.as.virginia.edu",True
Carnegie Mellon University,Ph.D.,Pure and Applied Logic,人文与社会科学学院,Dietrich College of Humanities and Social Sciences,https://www.cmu.edu/dietrich/,https://www.cmu.edu/dietrich/philosophy/graduate/graduate-application/index.html,https://www.cmu.edu/dietrich/philosophy/graduate/index.html,3,all_valid_same,All 3 valid responses are identical,"Dietrich College of Humanities and Social Sciences, https://www.cmu.edu/dietrich/",True,"Dietrich College of Humanities and Social Sciences, https://www.cmu.edu/dietrich/",True,"Dietrich College of Humanities and Social Sciences, https://www.cmu.edu/dietrich/",True
Carnegie Mellon University,Ph.D.,"Doctor of Philosophy in Algorithms, Combinatorics, and Optimization (ACO)",科学学院,Mellon College of Science,https://www.cmu.edu/mcs/,https://www.cmu.edu/math/grad/phd/admissions.html,https://www.cmu.edu/math/grad/phd/index.html,3,all_valid_same,All 3 valid responses are identical,"Mellon College of Science, https://www.cmu.edu/mcs/",True,"Mellon College of Science, https://www.cmu.edu/mcs/",True,"Mellon College of Science, https://www.cmu.edu/mcs/",True
Carnegie Mellon University,Ph.D.,Doctor of Philosophy in Mathematical Sciences,科学学院,Mellon College of Science,https://www.cmu.edu/mcs/,https://www.cmu.edu/math/grad/phd/admissions.html,https://www.cmu.edu/math/grad/phd/index.html,3,all_valid_same,All 3 valid responses are identical,"Mellon College of Science, https://www.cmu.edu/mcs/",True,"Mellon College of Science, https://www.cmu.edu/mcs/",True,"Mellon College of Science, https://www.cmu.edu/mcs/",True
Carnegie Mellon University,DAM,Doctor of Arts in Mathematical Sciences,科学学院,Mellon College of Science,https://www.cmu.edu/mcs/,https://www.cmu.edu/math/grad/phd/admissions.html,https://www.cmu.edu/math/grad/phd/index.html,3,all_valid_same,All 3 valid responses are identical,"Mellon College of Science, https://www.cmu.edu/mcs/",True,"Mellon College of Science, https://www.cmu.edu/mcs/",True,"Mellon College of Science, https://www.cmu.edu/mcs/",True
Washington University in St. Louis,MS,Systems Science & Mathematics,工程学院,McKelvey School of Engineering,https://engineering.wustl.edu,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Systems-Science-Mathematics.html,3,majority_valid_same,2 valid responses are identical,"McKelvey School of Engineering, https://engineering.wustl.edu",True,"McKelvey School of Engineering, https://engineering.wustl.edu/",True,"McKelvey School of Engineering, https://engineering.wustl.edu",True
Washington University in St. Louis,MS,Systems Science & Mathematics,工程学院,McKelvey School of Engineering,https://engineering.wustl.edu,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Systems-Science-Mathematics.html,2,all_valid_same,All 2 valid responses are identical,,False,"McKelvey School of Engineering, https://engineering.wustl.edu",True,"McKelvey School of Engineering, https://engineering.wustl.edu",True
Washington University in St. Louis,PHD,Project Management,工程学院,McKelvey School of Engineering,https://engineering.wustl.edu,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/doctoral/PhD-in-Systems-Science-Mathematics.html,3,all_valid_same,All 3 valid responses are identical,"McKelvey School of Engineering, https://engineering.wustl.edu",True,"McKelvey School of Engineering, https://engineering.wustl.edu",True,"McKelvey School of Engineering, https://engineering.wustl.edu",True
Washington University in St. Louis,DSc,Project Management,工程学院,McKelvey School of Engineering,https://engineering.wustl.edu,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/doctoral/DSc-in-Systems-Science-Mathematics.html,3,all_valid_same,All 3 valid responses are identical,"McKelvey School of Engineering, https://engineering.wustl.edu",True,"McKelvey School of Engineering, https://engineering.wustl.edu",True,"McKelvey School of Engineering, https://engineering.wustl.edu",True
Washington University in St. Louis,PHD,Mathematics ,文理学院,Arts & Sciences,https://artsci.wustl.edu/,https://math.wustl.edu/graduate-application-information,https://math.wustl.edu/graduate-degree-programs-requirements,3,majority_valid_same,2 valid responses are identical,"Arts & Sciences, https://artsci.wustl.edu/",True,"Arts & Sciences, https://artsci.wustl.edu",True,"Arts & Sciences, https://artsci.wustl.edu/",True
