大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,The Graduate School of Arts & Sciences,https://grad.georgetown.edu,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,3,majority_valid_same,2 valid responses are identical,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu",TRUE,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu",TRUE,"Graduate School of Arts & Sciences, https://grad.georgetown.edu",TRUE
Georgetown University,M.S.,Mathematics & Statistics ,文理研究生院,The Graduate School of Arts & Sciences,https://grad.georgetown.edu,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/,3,all_valid_same,All 3 valid responses are identical,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu",TRUE,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu",TRUE,"The Graduate School of Arts & Sciences, https://grad.georgetown.edu",TRUE
Emory University,MS,Quantitative Theory and Methods,研究生院,Emory College of Arts and Sciences,https://college.emory.edu/,https://quantitative.emory.edu/academics/masters/Who-Should-Apply.html,https://quantitative.emory.edu/academics/masters/index.html,1,single_valid_response,Only one valid response,"Emory College of Arts and Sciences, https://college.emory.edu/",TRUE,Not found,FALSE,,FALSE
University of Virginia,PHD,Data Analytics and Decision Science,达顿商学院,Darden School of Business,https://www.darden.virginia.edu,https://www.darden.virginia.edu/phd/application-requirements,https://www.darden.virginia.edu/phd/data-analytics-and-decision-science,3,all_valid_same,All 3 valid responses are identical,"Darden School of Business, https://www.darden.virginia.edu",TRUE,"Darden School of Business, https://www.darden.virginia.edu",TRUE,"Darden School of Business, https://www.darden.virginia.edu",TRUE
University of Virginia,MSDS,Data Science,数据科学学院,School of Data Science,https://datascience.virginia.edu,https://datascience.virginia.edu/msds/admissions,https://datascience.virginia.edu/degrees/msds-residential,3,all_valid_same,All 3 valid responses are identical,"School of Data Science, https://datascience.virginia.edu",TRUE,"School of Data Science, https://datascience.virginia.edu",TRUE,"School of Data Science, https://datascience.virginia.edu",TRUE
University of Virginia,PHD,Data Science,数据科学学院,School of Data Science,https://datascience.virginia.edu,https://datascience.virginia.edu/phd/admissions,https://datascience.virginia.edu/degrees/phd,3,all_valid_same,All 3 valid responses are identical,"School of Data Science, https://datascience.virginia.edu",TRUE,"School of Data Science, https://datascience.virginia.edu",TRUE,"School of Data Science, https://datascience.virginia.edu",TRUE
Carnegie Mellon University,MITS,Master of Information Technology Strategy (MITS),人文与社会科学学院,Carnegie Mellon Institute for Strategy & Technology,https://www.cmu.edu/cmist/,https://www.cmu.edu/cmist/academics/graduate-programs/mits/mits-admissions.html,https://www.cmu.edu/cmist/academics/graduate-programs/msirp/index.html,3,all_valid_same,All 3 valid responses are identical,"Carnegie Mellon Institute for Strategy & Technology, https://www.cmu.edu/cmist/",TRUE,"Carnegie Mellon Institute for Strategy & Technology, https://www.cmu.edu/cmist/",TRUE,"Carnegie Mellon Institute for Strategy & Technology, https://www.cmu.edu/cmist/",TRUE
Carnegie Mellon University,MADS,Master of Science in Applied Data Science (MADS),人文与社会科学学院,Dietrich College of Humanities and Social Sciences,https://www.cmu.edu/dietrich/,https://www.cmu.edu/dietrich/statistics-datascience/academics/mads/how-to-apply.html,https://www.cmu.edu/dietrich/statistics-datascience/academics/mads/index.html,3,all_valid_same,All 3 valid responses are identical,"Dietrich College of Humanities and Social Sciences, https://www.cmu.edu/dietrich/",TRUE,"Dietrich College of Humanities and Social Sciences, https://www.cmu.edu/dietrich/",TRUE,"Dietrich College of Humanities and Social Sciences, https://www.cmu.edu/dietrich/",TRUE
Carnegie Mellon University,MISM,Information Systems Management（BUSINESS INTELLIGENCE & DATA ANALYTICS）,信息系统与公共政策学院 ,Heinz College,https://www.heinz.cmu.edu,https://www.heinz.cmu.edu/admissions/information-systems-management/,https://www.heinz.cmu.edu/programs/information-systems-management-master/,3,majority_valid_same,2 valid responses are identical,"Heinz College, https://www.heinz.cmu.edu",TRUE,"Heinz College, https://www.heinz.cmu.edu",TRUE,"Heinz College, https://www.heinz.cmu.edu/",TRUE
Carnegie Mellon University,MISM,Information Systems Management（BUSINESS INTELLIGENCE & DATA ANALYTICS）,信息系统与公共政策学院 ,Heinz College,https://www.heinz.cmu.edu,https://www.heinz.cmu.edu/admissions/information-systems-management/,https://www.heinz.cmu.edu/programs/information-systems-management-master/,2,all_valid_same,All 2 valid responses are identical,"Heinz College, https://www.heinz.cmu.edu",TRUE,The browsed pages confirm that the Master of Information Systems Management (MISM) program is housed within **Carnegie Mellon University's Heinz College**. The URL for both pages is `https://www.heinz.cmu.edu/`. This appears to be the official homepage for the Heinz College.,FALSE,"Heinz College, https://www.heinz.cmu.edu",TRUE
Carnegie Mellon University,MS,MS in DATA ANALYTICS FOR SCIENCE,科学学院,Mellon College of Science,https://www.cmu.edu/mcs/,https://www.cmu.edu/mcs/grad/programs/ms-data-analytics/application-process.html,https://www.cmu.edu/mcs/grad/programs/ms-data-analytics/index.html,3,all_valid_same,All 3 valid responses are identical,"Mellon College of Science, https://www.cmu.edu/mcs/",TRUE,"Mellon College of Science, https://www.cmu.edu/mcs/",TRUE,"Mellon College of Science, https://www.cmu.edu/mcs/",TRUE
Carnegie Mellon University,MCDS,Computational Data Science,计算机科学学院,School of Computer Science,https://www.cs.cmu.edu,https://mcds.cs.cmu.edu/apply-mcds-program,https://mcds.cs.cmu.edu/learn-us-requirements,3,all_valid_same,All 3 valid responses are identical,"School of Computer Science, https://www.cs.cmu.edu",TRUE,"School of Computer Science, https://www.cs.cmu.edu",TRUE,"School of Computer Science, https://www.cs.cmu.edu",TRUE
Carnegie Mellon University,MCDS,Computational Data Science,计算机科学学院,School of Computer Science,https://www.cs.cmu.edu,https://mcds.cs.cmu.edu/apply-mcds-program,https://mcds.cs.cmu.edu/learn-us-requirements,3,all_valid_same,All 3 valid responses are identical,"School of Computer Science, https://www.cs.cmu.edu",TRUE,"School of Computer Science, https://www.cs.cmu.edu",TRUE,"School of Computer Science, https://www.cs.cmu.edu",TRUE
Washington University in St. Louis,MS,MS in Engineering Data Analytics & Statistics,工程学院,McKelvey School of Engineering,https://engineering.wustl.edu,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Data-Analytics-Statistics.html,3,all_valid_same,All 3 valid responses are identical,"McKelvey School of Engineering, https://engineering.wustl.edu",TRUE,"McKelvey School of Engineering, https://engineering.wustl.edu",TRUE,"McKelvey School of Engineering, https://engineering.wustl.edu",TRUE
Washington University in St. Louis,MS,MS in Engineering Data Analytics & Statistics,工程学院,McKelvey School of Engineering,https://engineering.wustl.edu,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://ese.wustl.edu/academics/graduate-programs/masters-and-certificates/MS-in-Data-Analytics-Statistics.html,3,all_valid_same,All 3 valid responses are identical,"McKelvey School of Engineering, https://engineering.wustl.edu",TRUE,"McKelvey School of Engineering, https://engineering.wustl.edu",TRUE,"McKelvey School of Engineering, https://engineering.wustl.edu",TRUE
Washington University in St. Louis,PHD,Computational & Data Sciences ,工程学院,McKelvey School of Engineering,https://engineering.wustl.edu,https://engineering.wustl.edu/academics/graduate-admissions/application-checklist.html,https://datasciences.wustl.edu/,3,all_valid_same,All 3 valid responses are identical,"McKelvey School of Engineering, https://engineering.wustl.edu",TRUE,"McKelvey School of Engineering, https://engineering.wustl.edu",TRUE,"McKelvey School of Engineering, https://engineering.wustl.edu",TRUE
Washington University in St. Louis,MS,Master of Data Analytics & Applications,继续和专业教育学院,Continuing & Professional Studies,https://caps.washu.edu,https://caps.washu.edu/student-success/graduate-application-requirements/,https://caps.washu.edu/lp/master-of-data-analytics-applications/,2,all_valid_different,"All valid responses are different, randomly selected","School of Continuing & Professional Studies, https://caps.washu.edu",TRUE,The,FALSE,"Continuing & Professional Studies, https://caps.washu.edu",TRUE
Washington University in St. Louis,MS,Master of Data Analytics & Applications,继续和专业教育学院,School of Continuing & Professional Studies,https://caps.wustl.edu/,https://caps.washu.edu/student-success/graduate-application-requirements/,https://caps.washu.edu/lp/master-of-data-analytics-applications/,3,all_valid_different,"All valid responses are different, randomly selected","School of Continuing & Professional Studies, https://caps.wustl.edu/",TRUE,"School of Continuing & Professional Studies, https://caps.washu.edu",TRUE,"Continuing & Professional Studies, https://caps.washu.edu/",TRUE
University of Florida,M.S.,Information Systems and Operations Management：Data Science,商学院,Warrington College of Business,https://warrington.ufl.edu,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/admissions/,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/program-options/,3,majority_valid_same,2 valid responses are identical,"Warrington College of Business, https://warrington.ufl.edu",TRUE,"Warrington College of Business, https://warrington.ufl.edu",TRUE,"Warrington College of Business, https://warrington.ufl.edu/",TRUE
University of Florida,M.S.,Information Systems and Operations Management：Data Science,商学院,UF Warrington College of Business,https://warrington.ufl.edu,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/admissions/,https://warrington.ufl.edu/master-of-science-in-information-systems-and-operations-management/program-options/,3,all_valid_different,"All valid responses are different, randomly selected","Warrington College of Business, https://warrington.ufl.edu
",TRUE,"Warrington College of Business, https://warrington.ufl.edu",TRUE,"UF Warrington College of Business, https://warrington.ufl.edu",TRUE
