大学排名,大学名称,大学英文名称,所在城市,专业中文名称,学位,专业英文名称,所属院系,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
21,密歇根大学安娜堡分校,"University of Michigan, Ann Arbor","Ann Arbor, MI",工业和运营工程,MS,Industrial and Operations Engineering,工程学院,可继续申博士，专业领域包括：业务运营工程；数据分析和应用统计；金融工程；医疗保健和人类安全；人体系统集成；职业安全工程与人体工程学；运筹学与分析；质量控制和可靠性工程,,$90 ,秋季,1月15日,3,84,6.5,不要求，25年最新要求请见招生网址,不接受,入读该学位课程需要获得认可机构的数学，科学或其他本科课程的学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/
21,密歇根大学安娜堡分校,"University of Michigan, Ann Arbor","Ann Arbor, MI",工业和运营工程,MSE,Industrial and Operations Engineering,工程学院,不可申博，专业领域包括：业务运营工程；数据分析和应用统计；金融工程；医疗保健和人类安全；人体系统集成；职业安全工程与人体工程学；运筹学与分析；质量控制和可靠性工程,,$90 ,秋季,1月15日,3,84,6.5,不要求，25年最新要求请见招生网址,不接受,获得认可机构的工程学学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/
21,密歇根大学安娜堡分校,"University of Michigan, Ann Arbor","Ann Arbor, MI",工业和运营工程,MS,Industrial and Operations Engineering,工程学院,可继续申博士，专业领域包括：业务运营工程；数据分析和应用统计；金融工程；医疗保健和人类安全；人体系统集成；职业安全工程与人体工程学；运筹学与分析；质量控制和可靠性工程,,$90 ,冬季,10月1日,3,84,6.5,不要求，25年最新要求请见招生网址,不接受,入读该学位课程需要获得认可机构的数学，科学或其他本科课程的学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/
21,密歇根大学安娜堡分校,"University of Michigan, Ann Arbor","Ann Arbor, MI",工业和运营工程,MSE,Industrial and Operations Engineering,工程学院,不可申博，专业领域包括：业务运营工程；数据分析和应用统计；金融工程；医疗保健和人类安全；人体系统集成；职业安全工程与人体工程学；运筹学与分析；质量控制和可靠性工程,,$90 ,秋季,10月1日,3,84,6.5,不要求，25年最新要求请见招生网址,不接受,获得认可机构的工程学学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://ioe.engin.umich.edu/graduate/masters-program/masters-admissions-planning/,https://ioe.engin.umich.edu/graduate/masters-program/masters-program-curriculum/
21,密歇根大学安娜堡分校,"University of Michigan, Ann Arbor","Ann Arbor, MI",信息学,Ph.D,Information,信息学院,可访问性和计算；档案和数字管理；集体智慧与组织技术；设计与计算的批判性研究；数据科学，分析和可视化；教育技术与学习分析；健康信息学；人机交互（HCI）；ICT与社会变革；信息经济学；图书情报学；隐私；科学，技术和社会；社交媒体与社交计算；普适计算,,$90 ,秋季,12月1日,要求,84,6.5,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.si.umich.edu/programs/phd-information/how-do-i-apply,https://www.si.umich.edu/programs/phd-information
21,密歇根大学安娜堡分校,"University of Michigan, Ann Arbor","Ann Arbor, MI",信息科学,MS,Information,信息学院,数字档案与图书馆学/保存；数据科学/数据分析/计算社会科学；UX / HCI /社交计算,,$90 ,秋季,1月15日,3,84，首选小分不低于25，过往均分102,7.5,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.si.umich.edu/programs/master-science-information/how-do-i-apply,https://www.si.umich.edu/programs/master-science-information
21,密歇根大学安娜堡分校,"University of Michigan, Ann Arbor","Ann Arbor, MI",数据科学,MS,Data Science ,文化、科学与艺术学院,数据科学通常被视为 (1) 计算机和信息科学 (2) 统计科学和 (3) 领域专业知识的融合。这三个支柱不是对称的：前两个共同代表数据科学中使用的核心方法和技术，而第三个支柱是应用该方法的应用领域。在该计划中，核心数据科学培训侧重于前两个支柱，以及应用其技能解决应用领域问题的实践。,,$90 ,秋季,1 月 15 日,要求,84,6.5,不要求，但可提交做补充材料,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://lsa.umich.edu/stats/masters_students/prospective-masters-students/data-science-masters-application.html,https://lsa.umich.edu/stats/masters_students/mastersprograms/data-science-masters-program.html
22,北卡罗来纳大学教堂山分校,"University of North Carolina, Chapel Hill","Chapel Hill, NC",统计、分析和数据科学,MS,"MS program in Statistics, Analytics and Data Science (STANDS)",文理学院,为学生提供统计、优化、随机建模和概率领域的严格培训计划。该计划旨在足够灵活，以适应具有不同技术背景和主题兴趣的学生，并允许学生在理论、方法、计算和应用方面进行各种课程。成功完成该计划后的官方硕士学位将显示“统计和运筹学硕士学位,,$95 ,秋季,12月10日,3.0，过往均分3.54,90，过往均分102，L26/R27/S23/W25,7,不要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gradschool.sites.unc.edu/statistics-and-operations-research/,https://stor.unc.edu/ms/program/
22,乔治敦大学,Georgetown University,"Washington, DC",数据科学与分析理学硕士,M.S.,Master of Science in Data Science and Analytics,文理研究生院,为学生提供计算，数学和统计方法方面的严格培训；在数据分析基础知识方面积累丰富的知识，然后在可视化，大数据计算和机器学习方面增加了技能。沟通，团队合作和解决问题技巧等重要的软技能是整个培训的一部分。,24个月,$90 ,秋季,12月15日；1月15日,3,100,7.5,不要求,不接受,作为申请人，您应该完成以下大学水平课程：要求：多变量微积分（3学分）；必修：线性代数（3学分）；必填项：基于微积分的统计数据（3学分）；要求：计算机编程（3学分，主要语言）；首选：数据结构（3学分）；首选：算法分析与设计（3学分）；本专业广泛使用R和Python，申请人在注册之前应该熟练掌握这些语言。,Recommendations；Transcripts；Statements of Purpose；CV or Résumé,https://grad.georgetown.edu/data-science-analytics/,https://analytics.georgetown.edu/
22,乔治敦大学,Georgetown University,"Washington, DC",数学与统计学 ,M.S.,Mathematics & Statistics ,文理研究生院,特别强调将数学分析与统计或概率相结合的那些领域。一些典型的领域包括随机过程，金融数学，计算科学，生物统计学和数据挖掘。,24个月,$90 ,秋季,1月15日；4月1日,要求,100,7.5,不要求,不接受,拥有相当于数学（通常是微积分数学一年）的本科学位,Recommendations；Transcripts；Statements of Purpose；CV or Résumé,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/
22,乔治敦大学,Georgetown University,"Washington, DC",数学与统计学 ,M.S.,Mathematics & Statistics ,文理研究生院,特别强调将数学分析与统计或概率相结合的那些领域。一些典型的领域包括随机过程，金融数学，计算科学，生物统计学和数据挖掘。,24个月,$90 ,春季,10月1日,要求,100,7.5,不要求,不接受,拥有相当于数学（通常是微积分数学一年）的本科学位,Recommendations；Transcripts；Statements of Purpose；CV or Résumé,https://grad.georgetown.edu/mathematics-and-statistics/,https://mathstat.georgetown.edu/graduate/
24,埃默里大学,Emory University,"Atlanta, GA",定量理论与方法,MS,Quantitative Theory and Methods,研究生院,旨在培养考虑将数据用于社会公益方式的研究人员。QTM MS课程将包括数据管理和预测建模的标准培训;然而，学生将获得将传统研究与研究设计、理论、因果推理和技术交流相结合的教育。,15个月,$75 ,秋季,1月1 5日；2月28日,要求,100,7,要求，首选,接受,,Writing sample   ；Recommendations；Transcripts；Statements of Purpose；CV or Résumé；,https://quantitative.emory.edu/academics/masters/Who-Should-Apply.html,https://quantitative.emory.edu/academics/masters/index.html
24," 
弗吉尼亚大学",University of Virginia,"Charlottesville, VA",数据分析与决策科学,PHD,Data Analytics and Decision Science,达顿商学院,博士课程侧重于具有商业应用的数学方法，包括动态规划，博弈论，机制设计，机器学习，优化，搜索理论，人群智慧，预测，决策分析，定价和收入管理，以及人类决策的行为模型。,,$100 ,秋季,12月16日,要求,要求,接受,要求,要求,,ESSAY；transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations,https://www.darden.virginia.edu/phd/application-requirements,https://www.darden.virginia.edu/phd/data-analytics-and-decision-science
24," 
弗吉尼亚大学",University of Virginia,"Charlottesville, VA",数据科学,MSDS,Data Science,数据科学学院,学习使用数据科学解决复杂问题的工具和技术，成为该领域的领导者和先驱。学习基本的数据分析主题，如自然语言处理、机器学习、文本分析和深度学习。综合课程将实践学习与健全的数据科学原则的应用相结合，使您能够解决现实世界的问题并成为该领域的领导者。 ,11个月,$85 ,秋季,1月6日；3月17日,要求,100，写作 22、口语 22、阅读 23 、听力 23,"7.0, 小分不低于6.5",不要求,不要求,申请人学科和背景：包括天文学、生物学、商业、计算机科学、工程、经济学、新闻学、语言、数学、护理、公共政策和统计学等。需要强大的定量背景，以及有效的沟通技巧和解决问题的心态。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations,https://datascience.virginia.edu/msds/admissions,https://datascience.virginia.edu/degrees/msds-residential
