排名,大学名称,大学英文名称,所在城市,专业中文名称,专业英文名称,所属院系,所属院系（英文）,所属院系网址,学位,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
15,加州大学伯克利分校,"University of California, Berkeley","Berkeley, CA",数学,Mathematics,数学系,Department of Mathematics,https://math.berkeley.edu,Ph.D,代数研究；数学分析研究；应用数学研究；几何/拓扑研究；数学逻辑研究；概率研究；,5 - 6年,$155,秋季,12月17日,3,90,7,可选，数学科目考试可选,不接受,数学或应用数学专业本科专业,Personal Statement；Letters of Recommendation；Transcripts,https://grad.berkeley.edu/program/mathematics/,https://math.berkeley.edu/graduate/phd-program
15,加州大学伯克利分校,"University of California, Berkeley","Berkeley, CA",应用科学与技术,Applied Science & Technology,应用科学与技术项目,College of Engineering,https://engineering.berkeley.edu,Ph.D.,侧重于将物理和数学技术应用于物理和生命科学领域的基础研究和新兴领域的研究。主要重点领域是应用物理学、工程科学和数学科学。感兴趣的主题包括纳米结构的性质和应用；薄膜和界面科学；微机电系统（MEMS）；短波长相干辐射；用于生命和物理科学的 X 射线显微成像；等离子体物理和等离子体辅助材料加工；激光诱导的化学过程；复杂反应系统的激光探测；超快现象；粒子加速器；非线性动力学；混沌系统；数值方法；以及计算流体力学和反应流等。,,$155,秋季,12月2日,3,90,7,不要求,不接受,,Personal Statement；Letters of Recommendation；Transcripts；Statement of personal history. ,https://grad.berkeley.edu/program/applied-science-tech/,https://ast.berkeley.edu/
15,加州大学伯克利分校,"University of California, Berkeley","Berkeley, CA",逻辑与科学方法论,Logic & the Methodology of Science,逻辑与科学方法论小组,Group in Logic and the Methodology of Science,https://logic.berkeley.edu/,Ph.D.,数学基础，包括集合论，递归理论，模型理论和证明理论，哲学逻辑，包括模态逻辑，数学哲学，计算机科学和人工智能的逻辑，计算复杂性理论，逻辑史，,,$155,秋季,12月17日,3,90,7,可选,不接受,完成哲学或数学本科专业或两者的联合专业，包括至少一门全年逻辑高年级课程。,Personal Statement；Letters of Recommendation；Transcripts；Statement of personal history.；Resume or Curriculum Vitae,https://grad.berkeley.edu/program/logic-the-methodology-of-science/,https://logic.berkeley.edu/
15,加州大学洛杉矶分校,"University of California, Los Angeles","Los Angeles, CA",数学,Mathematics,物理科学学院,Division of Physical Sciences,https://physicalsciences.ucla.edu,PHD,纯数学：代数；分析；组合学；功能分析；几何；数学逻辑；数论；概率论与数学物理；拓扑。应用数学：计算应用数学,,$155,秋季,12月15日,3.5,87（写作：25;口语：24;阅读：21;听力：17）。总分低于100。入学后需参加语言课程,7.0，低于7.5，入学后需参加语言课程,要求，包含GRE数学考试,不接受,申请者必须在高年级数学课程中提供至少3.5的平均成绩。已经获得硕士学位的申请人必须在研究生学习中保持平均优于3.5。国际申请者的数学教育应至少具有可比较的记录。,Personal Statement；Letters of Recommendation；Transcripts；Resume or Curriculum Vitae,https://grad.ucla.edu/programs/physical-sciences/mathematics/,https://ww3.math.ucla.edu/overview-2/
15,加州大学洛杉矶分校,"University of California, Los Angeles","Los Angeles, CA",数学,Mathematics,物理科学学院,UCLA College of Letters and Science,https://college.ucla.edu/,MA,,,$155,秋季,暂不招生,3,87（写作：25;口语：24;阅读：21;听力：17）。总分低于100。入学后需参加语言课程,7.0，低于7.5，入学后需参加语言课程,要求，包含GRE数学考试,不接受,,Personal Statement；Letters of Recommendation；Transcripts；Resume or Curriculum Vitae,https://grad.ucla.edu/programs/physical-sciences/mathematics/,https://ww3.math.ucla.edu/overview-2/
17,莱斯大学,Rice University,"Houston, TX",计算与应用数学,Computational and Applied Mathematics,工程学院,George R. Brown School of Engineering and Computing,https://engineering.rice.edu,Ph.D.,数值分析；运筹学；优化；微分方程；科学计算,两到四年,$85,秋季,12月15日；1月15日,3,90,7,不要求，但可提交,不接受,持有工程学，数学或物理，生物，数学或行为科学学士或硕士学位（或同等学历）的合格学生开放,Recommendations；Transcripts；Statements of Purpose；CV or Résumé；,https://cmor.rice.edu/academics/graduate-programs/graduate-admissions,https://cmor.rice.edu/academics/graduate-programs/phd-program
17,莱斯大学,Rice University,"Houston, TX",计算与应用数学,The Professional Master's of Computational and Applied Mathematics,工程学院,George R. Brown School of Engineering,https://engineering.rice.edu,M.C.A.A.M.,提供了对计算和应用数学工具的基本理解，这些工具对于解决科学，工程和商业中的复杂问题至关重要,1.5-2年,$85,秋季,1月15；2月28日,3,90,7,不要求，但可提交,不接受,持有工程，数学或物理，生物或数学科学学士学位（或同等学历）的合格学生,Recommendations；Transcripts；Statements of Purpose；CV or Résumé；,https://cmor.rice.edu/academics/graduate-programs/graduate-admissions,https://cmor.rice.edu/academics/graduate-programs/professional-masters-programs
17,莱斯大学,Rice University,"Houston, TX",数学,Mathematics,自然科学学院,The Wiess School of Natural Sciences,https://naturalsciences.rice.edu,PHD,Algebraic geometry/algebra；Complex analysis and Teichmüller theory；Dynamical systems and ergodic theory；Differential geometry and geometric analysis；Harmonic and functional analysis; operators；Mathematical physics；Measure theory and probability；Number theory；Partial differential equations；Topology,,$85,秋季,1月5日,3,90,7,不要求,不接受,,Recommendations；Transcripts；Statements of Purpose；CV or Résumé；,https://math.rice.edu/application-procedure,https://math.rice.edu/graduate-program
18,达特茅斯学院,Dartmouth College,"Hanover, NH",数学,Mathematics,研究生院,Guarini School of Graduate and Advanced Studies,https://graduate.dartmouth.edu,PHD,代数，分析，拓扑学，应用数学（如密码学，数值分析，信号处理，复杂网络/系统），数学生物学，组合学，几何学，逻辑学，数论,5年,$25,秋季,12月15日,要求,要求，推荐105，口语25,接受,可选，数学科目考试可选,不接受,,letters of recommendation；CV or Resume；transcripts ；a Statement of Purpose.,https://math.dartmouth.edu/graduate-students/appl-info/,https://math.dartmouth.edu/graduate-students/
18,范德堡大学,Vanderbilt University,"Nashville, TN",数学,Mathematics,文理学院,College of Arts and Science,https://as.vanderbilt.edu,MA,通用代数，拓扑，群论，几何/拓扑，近似理论，数论，非交换几何，算子代数，数学生物学，偏微分方程和图论。,,$95,秋季,12月1日,3,首选，最低88,可接受，最低7,可选。GRE数学科目考试成绩可选,不接受,,Recommendations；Transcripts；Statements of Purpose；CV or Résumé；,https://as.vanderbilt.edu/math/graduate/info_for_prospective_students/,https://as.vanderbilt.edu/math/graduate/about/
18,范德堡大学,Vanderbilt University,"Nashville, TN",数学,Mathematics,文理学院,College of Arts and Science,https://as.vanderbilt.edu,PHD,通用代数，拓扑，群论，几何/拓扑，近似理论，数论，非交换几何，算子代数，数学生物学，偏微分方程和图论。,,$95,秋季,12月1日,3,首选，最低88,可接受，最低7,可选。GRE数学科目考试成绩可选,不接受,,Recommendations；Transcripts；Statements of Purpose；CV or Résumé；,https://as.vanderbilt.edu/math/graduate/info_for_prospective_students/,https://as.vanderbilt.edu/math/graduate/about/
20,圣母大学," 
University of Notre Dame","Notre Dame, IN",应用与计算数学与统计学,Applied and Computational Mathematics ,理学院,College of Science,https://science.nd.edu/,M.S.,专业 ACMS 硕士课程的学生将完成 30 学分的统计学、应用数学或计算科学课程。我们的课程专为解决当今公司面临的问题而设计。学生可以专攻应用统计学、应用和计算数学、预测分析或精算学,10个月,$75,夏季,1月15日,3,"100,口语不低于23",7,要求,不接受,适合可能已经完成本科实习并渴望尽快进入劳动力市场的学生。具有深厚数学和统计领域知识,Recommendations；Transcripts；Statements of Purpose；CV or Résumé,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-ms---masters-professional/,https://acms.nd.edu/graduate/professional-masters-programs/
20,圣母大学," 
University of Notre Dame","Notre Dame, IN",应用与计算数学与统计学,Applied and Computational Mathematics ,理学院,College of Science,https://science.nd.edu/,M.S.,专业 ACMS 硕士课程的学生将完成 30 学分的统计学、应用数学或计算科学课程。我们的课程专为解决当今公司面临的问题而设计。学生可能专攻应用统计、应用和计算数学或预测分析。,16个月,$75,秋季,1月15日,3,"100,口语不低于23",7,要求,不接受,具有深厚数学和统计领域知识。学生可以在该项目的第二和第三学期之间的暑假期间进行实习，并在该项目学习一整年后申请工作。,Recommendations；Transcripts；Statements of Purpose；CV or Résumé,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-ms---masters-professional/,https://acms.nd.edu/graduate/professional-masters-programs/
20,圣母大学," 
University of Notre Dame","Notre Dame, IN",应用与计算数学与统计学,Applied and Computational Mathematics and Statistics,理学院,College of Science,https://science.nd.edu/,Ph.D.,通过准备和授权具有深厚数学和统计学领域知识的学生将他们的专业知识应用于各个领域——为他们提供超越传统学科的机会边界和影响自然和社会科学、技术及其他领域的关键问题。学生可以专攻应用统计学、应用和计算数学、预测分析或精算学,,$75,秋季,1月15日,3,"80,口语不低于23",7,建议,不接受,具有深厚数学和统计领域知识,Recommendations；Transcripts；Statements of Purpose；CV or Résumé,https://graduateschool.nd.edu/degree-programs/applied-and-computational-mathematics-and-statistics-phd---doctoral/,https://acms.nd.edu/graduate/phd-programs/
20,圣母大学," 
University of Notre Dame","Notre Dame, IN",数学,Mathematics,理学院,College of Science,https://science.nd.edu/,Ph.D.,我们在代数/代数几何、复分析、微分几何、离散数学、逻辑、数学物理、偏微分方程和拓扑等领域拥有国际公认的专家。,,$75,秋季,1月8日,3,"80,口语不低于23",7,可选，科目考试可选,不接受,,Writing sample   ；Recommendations；Transcripts；Statements of Purpose；CV or Résumé；,https://graduateschool.nd.edu/degree-programs/mathematics-phd---doctoral/,https://math.nd.edu/graduate/
